,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154
2025-08-22,0.7887,0.5349,0.2905,0.325,0.1656,0.1358,0.7001,0.7342,0.1059,0.1419,0.0943,0.1121,0.0996,0.2652,0.7012,0.119,0.4171,0.2946,0.7808,0.2236,0.1726,0.1139,0.1244,0.7913,0.1731,0.8039,0.1516,0.1653,0.1376,0.2042,0.53285,0.5164,0.1726,0.4951,0.2931,0.1146,0.6647,0.40825999999999996,0.36017,0.1378,0.6941,0.8253,0.8555,0.5194,0.6076699999999999,0.37384,0.6731,0.7853,0.253,0.6026,0.7332,0.3959,0.23855,0.19414,0.21,0.8954,0.414,0.1347,0.57558,0.50246,0.9,0.9012,0.1516,0.7926,0.8074,0.1253,0.7933,0.0928,0.7991,0.488,0.823,0.4478,0.2855,0.7217,0.1243,0.6542,0.8631,0.1834,0.8141,0.0969,0.105,0.787,0.2356,0.8058,0.1228,0.8844,0.9089,0.1294,0.7694,0.155,0.1202,0.7956,0.1302,0.8286,0.712,0.8924,0.9299,0.7975,0.113,0.1704,0.779,0.8825,0.0914,0.8568,0.1086,0.8021,0.1803,0.6032,0.8176,0.3807,0.1907,0.7296,0.7103,0.1596,0.1226,0.8071,0.1581,0.0941,0.8481,0.1007,0.1994,0.1617,0.5801,0.1014,0.5892,0.0645,0.114,0.204,0.4399,0.1188,0.2918,0.7703,0.6918,0.1101,0.1062,0.448,0.7258,0.1838,0.5958,0.1179,0.7229,0.2332,0.8255,0.8319,0.1107,0.5598,0.8353,0.7737,0.6102,0.5243,0.2676,0.6711,0.3345,0.813
2025-08-25,0.5709,0.5218,0.3338,0.2838,0.2802,0.1518,0.582,0.6185,0.2293,0.1665,0.1282,0.2056,0.1632,0.5273,0.7297375,0.1525,0.3441,0.2505,0.6961,0.2461,0.1816,0.1833,0.1674,0.786725,0.1869,0.6928,0.2034,0.2022,0.188,0.1693,0.5039,0.4624,0.1836,0.4512,0.30465000000000003,0.1641,0.5604,0.5345,0.3734,0.4554,0.4664,0.7056,0.8659625,0.5615875,0.5537,0.3868,0.2877,0.7375,0.2487,0.312,0.6385,0.377,0.2063,0.1534,0.20055,0.4983,0.3004,0.2228,0.6171,0.4661,0.3504,0.3275,0.14676250000000002,0.4052,0.6955,0.1766,0.7779625,0.1788,0.7362,0.4494,0.7545,0.5266,0.5366,0.6758375,0.1208875,0.582,0.854325,0.1744,0.7148,0.1494,0.1221,0.4391,0.2866,0.6918,0.12786250000000002,0.6834,0.6922,0.1868,0.6573,0.1503125,0.1143125,0.72375,0.1544,0.6602,0.7279374999999999,0.7922,0.8279,0.6794,0.2375,0.2235,0.7050875,0.5118,0.1497,0.8406,0.2046,0.3897,0.162,0.559,0.7203,0.2882,0.1623125,0.3389,0.3318,0.16244999999999998,0.1772,0.4696,0.2071,0.094475,0.5375,0.112925,0.2588,0.188,0.4885,0.14673,0.612525,0.1156,0.1473,0.2002,0.3302,0.2944,0.2982,0.6642,0.6933,0.1471,0.1449,0.404,0.5782,0.2225,0.51267,0.1567,0.6774,0.2278,0.7681,0.761,0.1757,0.4934,0.7668,0.6382,0.596,0.5108,0.2506,0.5834,0.3639,0.7532
2025-08-30,0.2878,0.6843,0.3265,0.359,0.1349,0.122,0.6875,0.28,0.099,0.1093,0.1039,0.1173,0.0862,0.3032,0.7773,0.1252,0.348,0.2021,0.7986,0.1419,0.1584,0.1182,0.1082,0.7791,0.1595,0.7215,0.1432,0.1559,0.1563,0.1202,0.5261,0.3724,0.1869,0.4136,0.3239,0.1209,0.69,0.4347,0.3966,0.1449,0.3003,0.2704,0.8834,0.6319,0.4611,0.4013,0.5898,0.8248,0.161,0.6813,0.6453,0.3463,0.1671,0.0974,0.1848,0.8568,0.4022,0.1221,0.7159,0.7929,0.892,0.88,0.1387,0.7504,0.7806,0.1267,0.7524,0.113,0.7895,0.4891,0.8476,0.3636,0.4412,0.5994,0.1152,0.4398,0.8397,0.1594,0.807,0.1139,0.084,0.7245,0.1712,0.8317,0.1363,0.8496,0.8614,0.1126,0.7907,0.1425,0.1045,0.604,0.1267,0.8595,0.7545,0.8436,0.8948,0.7478,0.1382,0.192,0.5819,0.9095,0.0742,0.8136,0.1262,0.7719,0.1314,0.5434,0.7282,0.3062,0.115,0.7248,0.6287,0.1672,0.1073,0.7868,0.1396,0.0951,0.849,0.1333,0.1797,0.1395,0.4406,0.22228000000000003,0.6514,0.0974,0.1456,0.1409,0.4358,0.1471,0.3011,0.3875,0.2602,0.1359,0.1371,0.4361,0.6764142857142857,0.1961,0.37412,0.1361,0.312,0.20422857142857143,0.3263,0.7884,0.1024,0.6803,0.3268,0.6291,0.2881,0.5849,0.2825,0.2745,0.4443,0.8122
2025-09-01,0.2202,0.6724,0.3051,0.3558,0.1382,0.1217,0.6389,0.214,0.0987,0.1076,0.1042,0.1127,0.0883,0.2909,0.706,0.1204,0.2934,0.1771,0.7498,0.1215,0.1471,0.1006,0.086,0.7095,0.1513,0.6563,0.1356,0.1474,0.152,0.1255,0.5085,0.3663,0.1469,0.3735,0.3269,0.1234,0.6465,0.3826,0.3536,0.1442,0.3414,0.3461,0.835,0.6181,0.4097,0.3676,0.5589,0.7787,0.1492,0.604,0.578,0.3382,0.1694,0.1049,0.1853,0.8235,0.3593,0.1209,0.6745,0.7435,0.8245,0.8255,0.1349,0.6708,0.6022,0.1294,0.6984,0.1165,0.7534,0.4873,0.7906,0.3112,0.3893,0.5169,0.1202,0.4004,0.8054,0.1558,0.7618,0.1124,0.1132,0.717,0.1595,0.7148,0.1263,0.8064,0.8407,0.1187,0.4251,0.1381,0.1037,0.2771,0.1395,0.7889,0.7145,0.8113,0.863,0.7217,0.1251,0.1705,0.2842,0.8659,0.0857,0.8054,0.1108,0.7375,0.1127,0.5289,0.3514,0.2788,0.107,0.6716,0.6716,0.1476,0.1065,0.7845,0.139,0.1134,0.8069,0.1258,0.173,0.1376,0.3039,0.2525,0.6374,0.0868,0.1361,0.1281,0.433,0.132,0.2794,0.2905,0.3169,0.1207,0.1228,0.4602,0.7157,0.1901,0.3187,0.1305,0.3149,0.1948,0.2729,0.7735,0.1008,0.6763,0.2809,0.7134,0.2774,0.5673,0.2811,0.2655,0.4601,0.8088
2025-09-04,0.1764,0.7059,0.34,0.4089,0.1588,0.1395,0.6294,0.1766,0.1182,0.1261,0.1223,0.1256,0.1072,0.2018,0.6765,0.1359,0.29,0.175,0.7339,0.1348,0.1615,0.1111,0.0988,0.6823,0.1647,0.617,0.1509,0.1594,0.1637,0.1339,0.5444,0.3725,0.159,0.3842,0.3399,0.1307,0.3237,0.3615,0.3945,0.1553,0.5387,0.5956,0.8435,0.643,0.3868,0.4156,0.5632,0.7988,0.1618,0.6732,0.5304,0.3436,0.1757,0.1103,0.2022,0.8167,0.3881,0.1291,0.3385,0.7597,0.8394,0.8366,0.1427,0.7097,0.3182,0.1342,0.6866,0.1244,0.7578,0.5318,0.794,0.2795,0.4394,0.3271,0.127,0.3337,0.8079,0.17,0.7485,0.1305,0.0983,0.7181,0.1728,0.802,0.1351,0.7982,0.8426,0.1256,0.3218,0.1512,0.1092,0.3023,0.1423,0.792,0.7177,0.8102,0.8722,0.7208,0.1411,0.1851,0.3102,0.8895,0.0935,0.8037,0.1248,0.7477,0.1303,0.5328,0.3349,0.2792,0.1141,0.6724,0.6788,0.1633,0.1165,0.7901,0.1403,0.1245,0.8122,0.1338,0.1882,0.1461,0.3133,0.2727,0.6397,0.0926,0.136,0.1264,0.4387,0.1312,0.2854,0.3767,0.4915,0.1183,0.119,0.5003,0.7248,0.2041,0.4294,0.1338,0.441,0.1421,0.3737,0.7754,0.1068,0.6912,0.3888,0.6524,0.3779,0.5576,0.3001,0.3829,0.5103,0.8097
2025-09-11,0.1798,0.7279,0.4105,0.5386,0.1781,0.167,0.6044,0.1666,0.1192,0.1387,0.1273,0.1504,0.1209,0.1824,0.1957,0.1381,0.3202,0.1262,0.6245,0.1433,0.1708,0.1216,0.1138,0.1976,0.1652,0.2918,0.1586,0.1689,0.1753,0.1688,0.6534,0.397,0.1695,0.4296,0.323,0.1668,0.4906,0.3408,0.4483,0.1637,0.7056,0.8135,0.8611,0.6957,0.3691,0.4612,0.5644,0.7914,0.1782,0.7332,0.197,0.3983,0.1901,0.1358,0.2242,0.7969,0.4568,0.1297,0.2194,0.7962,0.8203,0.8187,0.145,0.6858,0.6386,0.1388,0.2815,0.13,0.7392,0.6188,0.7919,0.152,0.4442,0.1744,0.1313,0.1766,0.7867,0.1915,0.7437,0.134,0.1036,0.7031,0.1858,0.7874,0.17,0.7422,0.8268,0.1295,0.7047,0.1918,0.1284,0.7563,0.1506,0.764,0.3037,0.7889,0.8616,0.7211,0.1407,0.1849,0.7252,0.8713,0.101,0.7813,0.1243,0.7322,0.1168,0.5371,0.7736,0.3191,0.1176,0.608,0.408,0.1916,0.1782,0.5937,0.1567,0.1215,0.7756,0.1394,0.2127,0.1584,0.7041,0.293,0.6727,0.1043,0.1474,0.1385,0.4516,0.1466,0.2882,0.798,0.7218,0.1396,0.1302,0.3862,0.7382,0.1749,0.7055,0.1595,0.7024,0.1594,0.8262,0.766,0.145,0.7595,0.8125,0.2647,0.6374,0.5727,0.35,0.6942,0.6266,0.7911
2025-09-14,0.18516249999999998,0.727525,0.380275,0.5254375,0.1735625,0.158825,0.5909,0.1717375,0.1152625,0.135175,0.127825,0.1109,0.12329999999999999,0.1881,0.1859875,0.13525,0.30748749999999997,0.1178,0.5145125,0.1361,0.16795000000000002,0.11455,0.1053625,0.188225,0.1595,0.2624,0.150575,0.162975,0.17623750000000002,0.15575,0.620325,0.3515125,0.1615125,0.3792375,0.310475,0.152475,0.5566375,0.3254625,0.438925,0.15725,0.70575,0.8172125,0.8578,0.6873374999999999,0.361825,0.4592125,0.5117125,0.7917375,0.166125,0.7242375,0.1829375,0.3605,0.179225,0.1392,0.2131375,0.781525,0.36335,0.1234375,0.2398,0.7498,0.8030875,0.809175,0.1396375,0.5223375,0.6981499999999999,0.13392500000000002,0.2445625,0.12340000000000001,0.5442374999999999,0.610925,0.785675,0.14435,0.1414,0.1886,0.12638749999999999,0.15657500000000002,0.591925,0.180025,0.7322625,0.1292375,0.1875,0.530225,0.1826875,0.7819625,0.17045,0.7132499999999999,0.8125125,0.1381,0.749925,0.193225,0.0992,0.7793625,0.184,0.665,0.24876250000000003,0.5991,0.846,0.535175,0.2444,0.183625,0.740425,0.8416,0.1237,0.6593,0.1818,0.6901,0.1376,0.4835125,0.8060375,0.2969,0.2181,0.5453,0.36029999999999995,0.1922,0.177975,0.4837125,0.2151,0.1145625,0.7504375,0.133625,0.2124,0.14501250000000002,0.734175,0.2864,0.6407499999999999,0.096575,0.1394125,0.129275,0.3073,0.1387625,0.2995,0.8158125,0.725925,0.1349125,0.12495,0.301675,0.6963,0.1605,0.7207625,0.154025,0.70885,0.1454,0.8441625,0.5871999999999999,0.1398625,0.7712,0.8305375,0.312475,0.6524375,0.5713875,0.34309999999999996,0.7126875,0.6275375000000001,0.779475
2025-09-19,0.1941,0.7269,0.3299,0.5035,0.166,0.1452,0.5684,0.1803,0.1087,0.1293,0.1287,0.1485,0.1273,0.1976,0.1698,0.1305,0.2863,0.1038,0.3312,0.1241,0.1632,0.1028,0.0913,0.1726,0.15,0.2134,0.1372,0.1531,0.1778,0.134,0.5652,0.2757,0.1482,0.2953,0.2896,0.1286,0.6667,0.2999,0.4233,0.1465,0.706,0.8234,0.8523,0.6734,0.3497,0.4559,0.4239,0.7923,0.146,0.7093,0.1595,0.2975,0.1611,0.1197,0.1947,0.7559,0.2076,0.113,0.2738,0.7703,0.7744,0.7933,0.1307,0.2499,0.7974,0.1258,0.183,0.1124,0.2193,0.5978,0.7753,0.1316,0.3009,0.132,0.1182,0.1232,0.2673,0.1609,0.7132,0.1213,0.0891,0.2421,0.1775,0.7729,0.1712,0.665,0.7887,0.115,0.8253,0.1956,0.1106,0.8178,0.1196,0.7157,0.1572,0.7435,0.82,0.2253,0.1329,0.1815,0.7658,0.8549,0.0775,0.2095,0.1354,0.7037,0.1009,0.3942,0.8601,0.2599,0.1094,0.5325,0.2808,0.1932,0.1776,0.3004,0.1397,0.103,0.7085,0.124,0.1684,0.1227,0.7843,0.2754,0.5875,0.0837,0.1261,0.1139,0.2899,0.1257,0.2201,0.8455,0.7328,0.1271,0.1162,0.1608,0.7083,0.1365,0.7462,0.1449,0.7196,0.1351,0.8741,0.2892,0.1313,0.7907,0.8606,0.3921,0.6775,0.5692,0.3316,0.7435,0.6291,0.7601
2025-09-21,0.1776,0.721,0.1153,0.5072,0.1586,0.1423,0.5399,0.1789,0.1042,0.1347,0.1207,0.1372,0.1236,0.1401,0.1705,0.1223,0.2775,0.1024,0.1932,0.116,0.1821,0.1007,0.0864,0.1771,0.1517,0.2057,0.1871,0.1636,0.17632,0.1362,0.5538,0.2741,0.1438,0.2782,0.3225,0.1166,0.6706,0.2213,0.3921,0.1287,0.6479,0.8301,0.768,0.5494,0.35326,0.4011,0.4289,0.6958,0.1613,0.5953,0.3036,0.383,0.1386,0.1128,0.1895,0.7315,0.2265,0.11604,0.1437,0.7075,0.5035,0.7107,0.2253,0.26176,0.7515,0.1491,0.1776,0.1205,0.2069,0.5655,0.707,0.1371,0.3767,0.1674,0.1294,0.1231,0.2458,0.1509,0.6908,0.1248,0.228,0.2269,0.1773,0.6975,0.1733,0.6058,0.7767,0.1252,0.8111,0.2223,0.1103,0.7517,0.1075,0.6561,0.1335,0.7256,0.8053,0.2159,0.1817,0.2618,0.6607,0.8458,0.0725,0.1857,0.1244,0.6911,0.0914,0.3411,0.8673,0.2595,0.1059,0.501,0.3239,0.19744,0.1791,0.2734,0.1411,0.108,0.6959,0.1186,0.1703,0.1213,0.7994,0.1376,0.5379,0.0828,0.1273,0.1106,0.2602,0.1123,0.219,0.8577,0.6093,0.1131,0.11,0.1584,0.3166,0.1272,0.7807,0.1385,0.612,0.1324,0.8865,0.2734,0.1436,0.8071,0.8739,0.4288,0.6477,0.6159,0.3316,0.7509,0.6188,0.7425
2025-09-24,0.193725,0.7177375,0.20923750000000002,0.3909125,0.17078749999999998,0.149725,0.5179250000000001,0.2090125,0.11155,0.13215,0.1318,0.1520125,0.141525,0.138525,0.181525,0.13115000000000002,0.2362875,0.108325,0.19740000000000002,0.1229,0.18101250000000002,0.1058375,0.09015000000000001,0.18808750000000002,0.156725,0.1940375,0.175025,0.1649875,0.1741,0.139425,0.5867249999999999,0.2601125,0.14965,0.2708125,0.3228,0.12942499999999998,0.6077874999999999,0.25403749999999997,0.43972500000000003,0.1395,0.6708125,0.8293499999999999,0.7846500000000001,0.536275,0.35860000000000003,0.4605375,0.4204625,0.7288749999999999,0.162875,0.6477625,0.2548125,0.3258125,0.1384875,0.1164,0.202925,0.7217875,0.220425,0.12060000000000001,0.1444875,0.736675,0.5799624999999999,0.7240125,0.19755,0.27954999999999997,0.71655,0.1471125,0.1695,0.1226375,0.1498,0.5721375,0.3804,0.1344375,0.3245375,0.14227499999999998,0.129325,0.1261375,0.20755,0.1700625,0.6816125,0.12408749999999999,0.182025,0.23961249999999998,0.18682500000000002,0.7188,0.198575,0.6047875,0.7606499999999999,0.1310875,0.8259125,0.2361,0.1152875,0.7807625,0.1209625,0.65025,0.1321875,0.4272,0.4561,0.211475,0.1216,0.1155,0.696325,0.8269,0.0790625,0.1825125,0.3191,0.6698000000000001,0.0743,0.3247875,0.867675,0.22694999999999999,0.11535,0.4774875,0.37062500000000004,0.2038,0.0683,0.21925,0.15295,0.1072875,0.6807124999999999,0.1300375,0.1804625,0.1289875,0.8001875,0.1961,0.5491875,0.1564,0.136525,0.1202,0.264325,0.12381249999999999,0.215475,0.851775,0.6652875,0.12390000000000001,0.1162625,0.1510875,0.4663,0.1393875,0.7774749999999999,0.1449875,0.6561375,0.1396,0.8793375,0.21872499999999997,0.1577,0.54,0.868125,0.32143750000000004,0.6712875,0.4301,0.35005000000000003,0.7056,0.5294,0.5666
2025-09-29,0.2206,0.7123,0.3658,0.1971,0.1911,0.1621,0.4813,0.2592,0.1238,0.1279,0.1503,0.1767,0.1714,0.1359,0.1999,0.1459,0.1676,0.1182,0.2044,0.1344,0.1792,0.1144,0.0964,0.2064,0.1651,0.1746,0.1549,0.1673,0.1704,0.1448,0.6416,0.2368,0.1594,0.2585,0.3233,0.1508,0.5031,0.3086,0.5191,0.1575,0.709,0.8281,0.8124,0.5144,0.3675,0.5596,0.4064,0.784,0.1655,0.7352,0.1735,0.2305,0.1383,0.1224,0.2253,0.7056,0.2103,0.1282,0.1458,0.7853,0.7074,0.7462,0.1513,0.3092,0.6583,0.1438,0.156,0.1262,0.2447,0.5832,0.7479,0.13,0.2376,0.1004,0.1292,0.1312,0.1438,0.202,0.6663,0.1229,0.1054,0.2608,0.2027,0.7543,0.2407,0.6031,0.7339,0.1409,0.8506,0.2591,0.1236,0.8292,0.1434,0.6405,0.13,0.6875,0.7571,0.2041,0.1596,0.1997,0.7557,0.7954,0.09,0.1772,0.1408,0.6343,0.1217,0.2976,0.8683,0.1727,0.1311,0.4383,0.4485,0.2144,0.1548,0.129,0.1727,0.1061,0.6554,0.1491,0.1974,0.1418,0.8015,0.2936,0.568,0.1007,0.1519,0.1362,0.2712,0.143,0.2096,0.8419,0.7586,0.1419,0.1267,0.1389,0.7158,0.1597,0.7721,0.1558,0.7297,0.1516,0.8674,0.1276,0.1812,0.761,0.8585,0.1425,0.7106,0.5321,0.3808,0.764,0.6759,0.6697
2025-10-01,0.2326,0.5914,0.3524,0.1905,0.2001,0.1639,0.4744,0.2546,0.1228,0.15,0.1536,0.1293,0.148,0.1407,0.2121,0.1534,0.1659,0.1289,0.1928,0.1553,0.1894,0.1163,0.0958,0.2203,0.1728,0.1826,0.1694,0.1762,0.1736,0.1747,0.4865,0.2339,0.1551,0.2565,0.2792,0.165,0.3857,0.2249,0.336,0.1516,0.6781,0.7555,0.7454,0.5337,0.2735,0.3639,0.4081,0.7986,0.161,0.6973,0.1774,0.2336,0.1706,0.1737,0.2629,0.6884,0.2526,0.1532,0.1779,0.7789,0.6688,0.7242,0.1364,0.1808,0.5659,0.1393,0.168,0.1286,0.1713,0.1894,0.6022,0.1244,0.2311,0.1027,0.1277,0.1469,0.147,0.2072,0.6592,0.1216,0.1475,0.2806,0.2069,0.7086,0.2503,0.5982,0.7251,0.1735,0.639,0.2318,0.1382,0.6329,0.1577,0.5389,0.1385,0.681,0.747,0.1866,0.1388,0.1897,0.5255,0.7685,0.0997,0.1783,0.1494,0.6205,0.1296,0.2869,0.6022,0.2021,0.1115,0.4389,0.4608,0.2147,0.1571,0.1328,0.1669,0.1434,0.6524,0.1324,0.202,0.1425,0.7725,0.2951,0.5663,0.1229,0.1359,0.1298,0.2763,0.1292,0.2032,0.8574,0.7867,0.1316,0.1321,0.1343,0.6744,0.1533,0.7909,0.1592,0.7577,0.1952,0.8772,0.1008,0.1909,0.7566,0.8619,0.1345,0.7286,0.4594,0.3294,0.7308,0.6096,0.5677
2025-10-04,0.2184,0.3219,0.282,0.1609,0.1828,0.1623,0.2889,0.2026,0.1416,0.162,0.1813,0.1497,0.137,0.1419,0.1818,0.1632,0.1655,0.1342,0.1651,0.1437,0.1566,0.1212,0.1162,0.159,0.1858,0.1816,0.1922,0.1789,0.1627,0.1632,0.4479,0.2069,0.1525,0.2089,0.2686,0.1497,0.2201,0.1182,0.4461,0.1851,0.4745,0.5703,0.4906,0.3524,0.1027,0.4935,0.3095,0.6499,0.1638,0.503,0.1748,0.1796,0.1203,0.1202,0.2154,0.4201,0.1795,0.1612,0.1708,0.6801,0.4139,0.4196,0.1653,0.2052,0.282,0.1769,0.1675,0.1515,0.1738,0.1951,0.3438,0.1687,0.1865,0.1485,0.1678,0.1498,0.1633,0.152,0.3792,0.1777,0.1619,0.2262,0.2102,0.4613,0.1572,0.3219,0.398,0.1887,0.2314,0.1585,0.155,0.213,0.2037,0.3914,0.1639,0.3365,0.3737,0.149,0.1857,0.1985,0.2064,0.4251,0.1655,0.1413,0.1737,0.3152,0.1548,0.2203,0.2907,0.1423,0.1655,0.2464,0.188,0.2454,0.1449,0.1487,0.1842,0.1675,0.2749,0.1701,0.1882,0.1881,0.2094,0.2643,0.3793,0.1388,0.1673,0.1694,0.2236,0.1608,0.1957,0.2088,0.2589,0.1582,0.1496,0.1607,0.3037,0.1511,0.3655,0.17110869565217393,0.6753384615384616,0.2236,0.216,0.11386153846153846,0.1774,0.235,0.237,0.2349,0.2821,0.2078,0.2486,0.2757,0.2536,0.2588
2025-10-09,0.18,0.3723,0.26349999999999996,0.18155,0.207975,0.179475,0.28212499999999996,0.20895,0.155625,0.173175,0.19535,0.1207,0.154225,0.12664999999999998,0.14475,0.178475,0.15860000000000002,0.1285,0.1639,0.1867,0.1804,0.1385,0.12940000000000002,0.13795000000000002,0.1997,0.1421,0.1654,0.1614,0.1325,0.11815,0.520175,0.2179,0.1129,0.19425,0.30495,0.1406,0.0958,0.11195,0.49665,0.1502,0.328,0.40625,0.4348,0.399,0.09335,0.5508,0.2756,0.6014,0.1894,0.5616,0.1431,0.1233,0.132825,0.1547,0.1918,0.4537,0.1211,0.0985,0.2132,0.5547428571428572,0.4691,0.5271,0.159,0.1564,0.091,0.1467,0.1452,0.1259,0.1578,0.1794,0.6014,0.1695,0.1308,0.1102,0.1626,0.1186,0.1232,0.125,0.5056,0.1189,0.1176,0.1565,0.1864,0.4312,0.096,0.3578,0.4898,0.1421,0.2557,0.1786,0.1406,0.2291,0.2497,0.4938,0.1109,0.4638,0.4058,0.15339999999999998,0.1771,0.21602500000000002,0.323775,0.4507,0.1026,0.155,0.15127142857142858,0.25934285714285715,0.09585,0.2204,0.2666,0.13958571428571429,0.1765,0.252625,0.298,0.2245,0.3355,0.12675,0.210675,0.07100000000000001,0.29627499999999996,0.1857,0.2213,0.1956,0.3081,0.19737142857142856,0.3618,0.09351428571428572,0.18085,0.15547142857142857,0.2131,0.32705,0.17591428571428572,0.2118,0.27054285714285714,0.17435,0.16545,0.15634285714285714,0.3634142857142857,0.10888571428571428,0.3124,0.19095652173913044,0.5380692307692307,0.1593857142857143,0.24842857142857144,0.13563076923076922,0.20105,0.4167142857142857,0.24957142857142856,0.1712,0.34474285714285713,0.3147285714285714,0.3013857142857143,0.3194,0.3910285714285714,0.2838
2025-10-11,0.16464,0.39246000000000003,0.2561,0.18980999999999998,0.218045,0.186345,0.27941499999999997,0.21149,0.161235,0.177645,0.20096999999999998,0.13222,0.161115,0.12054999999999999,0.12993,0.184585,0.15584,0.12622,0.16342,0.12193999999999999,0.18992,0.14542,0.13468,0.12953,0.20526,0.16598000000000002,0.17557333333333333,0.15692,0.14568666666666666,0.10013000000000001,0.549085,0.22462000000000001,0.12996666666666667,0.18839,0.31949,0.13696,0.08836,0.10945,0.51687,0.16040000000000001,0.34512000000000004,0.34063,0.49720000000000003,0.42530666666666667,0.08961000000000001,0.57372,0.2775066666666667,0.6143333333333334,0.19792,0.5711333333333333,0.15548666666666666,0.1371,0.137835,0.1685,0.18116000000000002,0.34897999999999996,0.17654,0.10434,0.23016,0.5046,0.45819333333333334,0.5060333333333333,0.16728,0.16745333333333334,0.08616,0.15388666666666667,0.15392,0.13375333333333334,0.16324,0.19401333333333334,0.57188,0.17571333333333333,0.12992,0.12536,0.16894666666666666,0.11272,0.13524,0.13925333333333334,0.49808,0.11398,0.12397333333333332,0.16614,0.21168,0.374,0.11357333333333333,0.29064,0.47424,0.15283333333333335,0.1259,0.18664,0.2109,0.28340666666666664,0.1336,0.4701066666666667,0.0625,0.3193,0.3977866666666667,0.15516,0.17366,0.223035,0.37072499999999997,0.3709,0.11097333333333333,0.16048,0.1423,0.237,0.07227,0.21,0.2375,0.1385,0.1809,0.255115,0.1369,0.178,0.0748,0.11797,0.22126500000000002,0.0324,0.304825,0.19194,0.23454,0.1986,0.34758,0.1706,0.2466,0.0754,0.18627,0.1499,0.2089,0.39355,0.168,0.213,0.2752,0.18081,0.17179,0.1546,0.3873,0.092,0.278,0.19889565217391306,0.4831615384615385,0.1337,0.2614,0.14433846153846153,0.21051,0.4894,0.2546,0.14572,0.3698,0.3575,0.3225,0.33688,0.446,0.2938
2025-10-14,0.1416,0.42269999999999996,0.245,0.2022,0.23314999999999997,0.19665,0.27535,0.2153,0.16965,0.18435,0.2094,0.1495,0.17145,0.1114,0.1077,0.19375,0.1517,0.1228,0.1627,0.0248,0.2042,0.1558,0.1426,0.1169,0.21359999999999998,0.2018,0.19083333333333333,0.1502,0.16546666666666668,0.0731,0.59245,0.2347,0.15556666666666666,0.1796,0.3413,0.1315,0.0772,0.1057,0.5472,0.1757,0.3708,0.2422,0.5908,0.4647666666666667,0.084,0.6081,0.28036666666666665,0.6337333333333334,0.21070000000000003,0.5854333333333334,0.17406666666666668,0.1578,0.14535,0.1727923076923077,0.1652,0.1919,0.2597,0.1131,0.2556,0.7215,0.44183333333333336,0.4744333333333333,0.1797,0.18403333333333335,0.0789,0.16466666666666666,0.167,0.14553333333333335,0.1714,0.2159333333333333,0.5276000000000001,0.18503333333333333,0.1286,0.1481,0.17846666666666666,0.1039,0.1533,0.16063333333333332,0.4868,0.1066,0.13353333333333334,0.1806,0.2496,0.66,0.13993333333333335,0.1899,0.4509,0.16893333333333332,0.1032,0.1987,0.21066923076923078,0.3648666666666667,0.15464615384615385,0.43456666666666666,0.09353846153846154,0.3922,0.38576666666666665,0.1578,0.1685,0.23355,0.44114999999999993,0.4078,0.12353333333333333,0.1687,0.16595384615384617,0.26466923076923077,0.0369,0.2367923076923077,0.0903,0.1317,0.1875,0.25885,0.15499230769230768,0.1936,0.091,0.1048,0.23715000000000003,0.05510769230769231,0.31765,0.2013,0.2544,0.2031,0.4068,0.1749,0.2806,0.1154,0.19440000000000002,0.16681538461538462,0.2515,0.4933,0.1807,0.404,0.4149,0.1905,0.18130000000000002,0.16678461538461536,0.4526,0.135,0.3986,0.21080434782608695,0.4008,0.1509,0.3019,0.1574,0.2247,0.5320230769230769,0.3550076923076923,0.1075,0.4537,0.35043846153846153,0.3411461538461539,0.3631,0.5651,0.2036
