,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154
2024-12-18,0.16885,0.45075,0.368,0.22000000000000003,0.23065000000000002,0.1713,0.2134,0.19574999999999998,0.16870000000000002,0.2015,0.25395,0.17285,0.13824999999999998,0.18505,0.19274999999999998,0.2829333333333333,0.18814999999999998,0.1714,0.13555,0.24665,0.22960000000000003,0.2001,0.1954,0.26565,0.1331,0.18469999999999998,0.11958333333333335,0.11016666666666666,0.2207333333333333,0.19495,0.7122999999999999,0.30955,0.23135,0.32453333333333334,0.3813,0.46235000000000004,0.6729999999999999,0.3004,0.5186,0.4103,0.6474,0.58495,0.18605,0.5515,0.2101,0.4579,0.268,0.2931,0.27636666666666665,0.26875,0.2452,0.157,0.14215,0.1508,0.48308571428571423,0.21975,0.23865000000000003,0.21760000000000002,0.1712,0.1506,0.2339,0.23031428571428572,0.36866666666666664,0.2923,0.42088333333333333,0.4071,0.1343,0.2589,0.17283333333333334,0.3137,0.31316666666666665,0.22195,0.2657,0.1306,0.20093333333333332,0.08836666666666668,0.21084999999999998,0.19369999999999998,0.28859999999999997,0.2819,0.62075,0.21685000000000001,0.25634999999999997,0.30425,0.21150000000000002,0.22315000000000002,0.23863333333333334,0.37805,0.52755,0.17245,0.20375,0.53735,0.23531428571428573,0.29883333333333334,0.12836666666666668,0.2587,0.20693333333333336,0.2791666666666667,0.17443333333333333,0.40253333333333335,0.54765,0.241,0.28415,0.34053333333333335,0.2312,0.33996666666666664,0.13565,0.20615,0.4957,0.25125,0.19147142857142857,0.24985,0.2124,0.20253333333333332,0.5406500000000001,0.1954,0.35450000000000004,0.1207,0.27975,0.23245,0.36635,0.3049,0.59295,0.1846,0.38380000000000003,0.51595,0.17582857142857145,0.27964999999999995,0.60215,0.18592857142857144,0.2119,0.6648666666666667,0.7017,0.15106666666666665,0.34850000000000003,0.2712,0.5606,0.22735,0.6951499999999999,0.24780000000000002,0.60485,0.28325,0.54445,0.24686666666666668,0.2168,0.24985000000000002,0.595,0.21885,0.7061,0.24548333333333333,0.24763333333333334,0.6617500000000001,0.1444,0.27881666666666666
2024-12-23,0.2037,0.6136,0.4385,0.2921,0.3604,0.2296,0.2737,0.2455,0.2295,0.3024,0.3691,0.2554,0.2189,0.2519,0.282,0.2914,0.2246,0.2159,0.1705,0.3309,0.265,0.2936,0.2279,0.3016,0.19090000000000001,0.2581,0.1509666666666667,0.15003333333333335,0.27526666666666666,0.2169,0.7348,0.3157,0.2576,0.3225,0.4096,0.5079,0.8513,0.4738,0.5648,0.4698,0.6583,0.6029,0.2598,0.5695,0.31,0.4981,0.2906,0.3096,0.28363333333333335,0.2884,0.2472,0.1704,0.1552,0.1832,0.5315428571428571,0.22272,0.2624,0.2074,0.176,0.1853,0.2556,0.22745714285714286,0.3841,0.3409,0.44826666666666665,0.4393,0.1762,0.3424,0.1663,0.3144,0.3165,0.2154,0.2309,0.1619,0.1981,0.10433333333333333,0.2372,0.215,0.3231,0.3384,0.6369,0.2088,0.244,0.32,0.2585,0.2396,0.24,0.4217,0.657,0.2496,0.2469,0.5412,0.22525714285714288,0.2974,0.14073333333333335,0.2913,0.25106666666666666,0.2341333333333333,0.20226666666666668,0.3138666666666667,0.5032,0.2617,0.2819,0.27876666666666666,0.2395,0.29923333333333335,0.1669,0.2326,0.5465,0.2352,0.17968571428571428,0.2759,0.2421,0.1727,0.556,0.1779,0.4692,0.1463,0.3571,0.23587999999999998,0.4086,0.3628,0.5498,0.1979,0.37858,0.4826,0.16841428571428574,0.2884,0.6089,0.18061428571428573,0.2275,0.6356333333333334,0.6951,0.16553333333333334,0.3463,0.2819,0.4918,0.2161,0.6638,0.2656,0.5885,0.4098,0.4553,0.25943333333333335,0.1828,0.2575,0.5533,0.1954,0.6705,0.2553666666666667,0.23686666666666667,0.6329,0.1804,0.2895333333333333
2024-12-28,0.179,0.5519,0.4038,0.2648,0.3263,0.2278,0.2532,0.2155,0.2276,0.2684,0.3218,0.2221,0.1989,0.2512,0.2719,0.2339,0.1887,0.2074,0.1739,0.2663,0.2653,0.2103,0.2152,0.2961,0.2487,0.2734,0.18235,0.1899,0.3298,0.1975,0.6821,0.2827,0.2391,0.3021,0.378,0.4793,0.839275,0.1457,0.5467,0.4075,0.5716,0.4803,0.270775,0.5427,0.1455,0.4797,0.2572,0.2844,0.2909,0.2561,0.1762,0.1423,0.1342,0.1638,0.58,0.22569,0.2513,0.1577,0.1605,0.1649,0.2267,0.2246,0.3632,0.2445,0.47565,0.317,0.1604,0.2928,0.1431,0.2742,0.2797,0.1673,0.2194,0.1332,0.1699,0.1203,0.2201,0.2298,0.2662,0.3036,0.6208,0.1856,0.1972,0.2848,0.2484,0.2348,0.1681,0.4095,0.5102,0.2567,0.2237,0.506,0.2152,0.2626,0.1531,0.2598,0.2952,0.1891,0.2301,0.2252,0.4833,0.2331,0.2387,0.217,0.2478,0.2585,0.1304,0.1846,0.4891,0.2843,0.1679,0.232,0.2059,0.202575,0.6557,0.1604,0.2414,0.1644,0.2678,0.23931,0.366,0.3499,0.5172,0.0821,0.37336,0.3605,0.161,0.2538,0.6123000000000001,0.1753,0.242125,0.6064,0.69055,0.18,0.1786,0.2697,0.53125,0.2843,0.65935,0.2756,0.580775,0.3705,0.476875,0.272,0.17454999999999998,0.26515,0.54775,0.206575,0.6860999999999999,0.26525,0.22610000000000002,0.6305000000000001,0.2164,0.30025
2025-01-02,0.1867,0.5615,0.4261,0.2828,0.36436666666666667,0.25456666666666666,0.261,0.22473333333333334,0.24603333333333333,0.2820666666666667,0.35656666666666664,0.24926666666666666,0.23743333333333333,0.27476666666666666,0.283,0.25276666666666664,0.19716666666666668,0.22826666666666667,0.18376666666666666,0.2824333333333333,0.2813,0.246,0.2241,0.30743333333333334,0.2794333333333333,0.26203333333333334,0.21373333333333336,0.22976666666666667,0.3669,0.21123333333333333,0.6775666666666667,0.3036666666666667,0.25683333333333336,0.32103333333333334,0.38866666666666666,0.5090333333333333,0.82725,0.1586,0.5620333333333333,0.42066666666666663,0.5620666666666667,0.47583333333333333,0.28175,0.5547,0.1564333333333333,0.4960666666666667,0.2771,0.3045,0.31193333333333334,0.2704666666666667,0.1983,0.15906666666666666,0.14653333333333335,0.17676666666666666,0.5163,0.22866,0.2672333333333333,0.1859,0.17443333333333333,0.17933333333333332,0.2379,0.24066666666666667,0.3951,0.2631,0.5030333333333333,0.33666666666666667,0.17563333333333334,0.3288666666666667,0.1615,0.30356666666666665,0.2965333333333333,0.1863,0.24553333333333335,0.14823333333333333,0.18516666666666667,0.13293333333333335,0.23166666666666666,0.25533333333333336,0.27796666666666664,0.33963333333333334,0.6414,0.20129999999999998,0.21096666666666666,0.3006333333333333,0.27453333333333335,0.24853333333333336,0.18603333333333333,0.4508,0.5210333333333333,0.2882,0.2587333333333333,0.4967666666666667,0.23723333333333332,0.2774333333333333,0.1683,0.27746666666666664,0.31653333333333333,0.2055,0.25993333333333335,0.26483333333333337,0.47453333333333336,0.24903333333333333,0.2583333333333333,0.23713333333333333,0.26726666666666665,0.28450000000000003,0.15256666666666666,0.20596666666666666,0.496,0.3025,0.19736666666666666,0.2488,0.2265,0.23245,0.6678,0.1852,0.2786,0.16153333333333333,0.2657,0.24273999999999998,0.4043333333333333,0.39113333333333333,0.5138,0.1195,0.36814,0.40636666666666665,0.20033333333333334,0.27430000000000004,0.6157,0.20343333333333333,0.25675,0.607,0.6859999999999999,0.20743333333333333,0.19773333333333334,0.2815666666666667,0.5707,0.2796,0.6549,0.28559999999999997,0.5730500000000001,0.3312,0.49844999999999995,0.28456666666666663,0.1663,0.27280000000000004,0.5422,0.21775,0.7017,0.27513333333333334,0.21533333333333335,0.6281,0.2524,0.31096666666666667
2025-01-07,0.1944,0.5710999999999999,0.4484,0.30079999999999996,0.4024333333333333,0.2813333333333333,0.2688,0.23396666666666666,0.2644666666666667,0.29573333333333335,0.3913333333333333,0.2764333333333333,0.2759666666666667,0.29833333333333334,0.29410000000000003,0.27163333333333334,0.20563333333333333,0.24913333333333335,0.19363333333333332,0.29856666666666665,0.2973,0.2817,0.233,0.31876666666666664,0.31016666666666665,0.25066666666666665,0.24511666666666668,0.2696333333333333,0.40399999999999997,0.22496666666666668,0.6730333333333334,0.32463333333333333,0.2745666666666667,0.33996666666666664,0.3993333333333333,0.5387666666666666,0.815225,0.1715,0.5773666666666667,0.43383333333333335,0.5525333333333333,0.47136666666666666,0.292725,0.5667,0.16736666666666666,0.5124333333333334,0.297,0.3246,0.33296666666666663,0.2848333333333333,0.22039999999999998,0.17583333333333334,0.15886666666666666,0.18973333333333334,0.4526,0.23163,0.2831666666666667,0.2141,0.18836666666666668,0.19376666666666667,0.2491,0.2567333333333333,0.427,0.2817,0.5304166666666666,0.35633333333333334,0.19086666666666666,0.36493333333333333,0.1799,0.33293333333333336,0.3133666666666667,0.2053,0.27166666666666667,0.16326666666666667,0.20043333333333332,0.14556666666666668,0.24323333333333336,0.28086666666666665,0.28973333333333334,0.3756666666666667,0.662,0.217,0.2247333333333333,0.3164666666666667,0.30066666666666664,0.2622666666666667,0.20396666666666666,0.4921,0.5318666666666666,0.3197,0.2937666666666667,0.4875333333333333,0.25926666666666665,0.2922666666666667,0.1835,0.29513333333333336,0.3378666666666667,0.22190000000000001,0.2897666666666667,0.30446666666666666,0.46576666666666666,0.2649666666666667,0.27796666666666664,0.25726666666666664,0.28673333333333334,0.3105,0.17473333333333332,0.22733333333333333,0.5029,0.3207,0.2268333333333333,0.2656,0.2471,0.26232500000000003,0.6799,0.21,0.31579999999999997,0.15866666666666665,0.2636,0.24617,0.44266666666666665,0.4323666666666667,0.5104,0.15689999999999998,0.36292,0.4522333333333333,0.2396666666666667,0.2948,0.6191,0.23156666666666667,0.271375,0.6076,0.68145,0.23486666666666664,0.21686666666666665,0.2934333333333333,0.61015,0.2749,0.65045,0.2956,0.565325,0.2919,0.520025,0.2971333333333333,0.15805,0.28045000000000003,0.5366500000000001,0.228925,0.7173,0.28501666666666664,0.20456666666666667,0.6256999999999999,0.2884,0.3216833333333333
2025-01-12,0.2021,0.5807,0.4707,0.3188,0.4405,0.3081,0.2766,0.2432,0.2829,0.3094,0.4261,0.3036,0.3145,0.3219,0.3052,0.2905,0.2141,0.27,0.2035,0.3147,0.3133,0.3174,0.2419,0.3301,0.3409,0.2393,0.2765,0.3095,0.4411,0.2387,0.6685,0.3456,0.2923,0.3589,0.41,0.5685,0.8032,0.1844,0.5927,0.447,0.543,0.4669,0.3037,0.5787,0.1783,0.5288,0.3169,0.3447,0.354,0.2992,0.2425,0.1926,0.1712,0.2027,0.3889,0.2346,0.2991,0.2423,0.2023,0.2082,0.2603,0.2728,0.4589,0.3003,0.5578,0.376,0.2061,0.401,0.1983,0.3623,0.3302,0.2243,0.2978,0.1783,0.2157,0.1582,0.2548,0.3064,0.3015,0.4117,0.6826,0.2327,0.2385,0.3323,0.3268,0.276,0.2219,0.5334,0.5427,0.3512,0.3288,0.4783,0.2813,0.3071,0.1987,0.3128,0.3592,0.2383,0.3196,0.3441,0.457,0.2809,0.2976,0.2774,0.3062,0.3365,0.1969,0.2487,0.5098,0.3389,0.2563,0.2824,0.2677,0.2922,0.692,0.2348,0.353,0.1558,0.2615,0.2496,0.481,0.4736,0.507,0.1943,0.3577,0.4981,0.279,0.3153,0.6225,0.2597,0.286,0.6082,0.6769,0.2623,0.236,0.3053,0.6496,0.2702,0.646,0.3056,0.5576,0.2526,0.5416,0.3097,0.1498,0.2881,0.5311,0.2401,0.7329,0.2949,0.1938,0.6233,0.3244,0.3324
2025-01-17,0.1627,0.5197,0.4182,0.2392,0.3582,0.236,0.2457,0.1852,0.2331,0.2544,0.3504,0.2296,0.2283,0.2573,0.2451,0.2367,0.1725,0.2176,0.151,0.2819,0.2648,0.2333,0.2151,0.2769,0.2961,0.1469,0.2321,0.2324,0.3339,0.1973,0.6265,0.3143,0.2654,0.3258,0.3799,0.511,0.7768,0.1449,0.5646,0.4017,0.4824,0.3953,0.2327,0.5427,0.1389,0.5056,0.288,0.3148,0.3254,0.2698,0.1714,0.1338,0.1297,0.1601,0.2954,0.1751,0.2744,0.2065,0.1542,0.1605,0.2273,0.2042,0.3909,0.1973,0.5189,0.3192,0.1555,0.336,0.145,0.2838,0.2934,0.1663,0.2297,0.1357,0.1561,0.12,0.1838,0.2248,0.2691,0.3466,0.6302,0.1744,0.182,0.2993,0.2574,0.2469,0.1697,0.46,0.5039,0.2613,0.2737,0.4095,0.2624,0.2786,0.1488,0.2855,0.3293,0.1813,0.2717,0.3077,0.3942,0.2508,0.261,0.2055,0.2833,0.307,0.145,0.191,0.4747,0.2458,0.1977,0.2523,0.2047,0.2357,0.6378,0.1599,0.2923,0.1362,0.2343,0.187,0.392,0.3831,0.4304,0.1761,0.2941,0.4381,0.1935,0.2816,0.5846,0.1884,0.2208,0.5336,0.6046,0.1859,0.175,0.2698,0.6234,0.2369,0.5534,0.2361,0.4666,0.216,0.4627,0.2407,0.1205,0.2499,0.4526,0.1713,0.7062,0.2607,0.1568,0.5855,0.2664,0.2936
2025-01-22,0.16440000000000002,0.5345500000000001,0.4458,0.253525,0.39855,0.26144999999999996,0.247625,0.190525,0.25285,0.271675,0.388675,0.259275,0.263975,0.28145,0.251975,0.2481,0.173975,0.23349999999999999,0.15575,0.2858,0.28004999999999997,0.2641,0.217725,0.27825,0.31547499999999995,0.146125,0.2518,0.253475,0.3609,0.2081,0.6330499999999999,0.31675000000000003,0.26870000000000005,0.328625,0.3906,0.547775,0.7736000000000001,0.1512,0.579375,0.428725,0.47965,0.406325,0.25465,0.565,0.143075,0.5190750000000001,0.289825,0.31420000000000003,0.3257,0.274425,0.17875,0.13705,0.13285000000000002,0.164775,0.335875,0.18282500000000002,0.279625,0.222275,0.159525,0.1623,0.2306,0.2104,0.420125,0.2034,0.5364,0.341275,0.1599,0.377975,0.147925,0.304025,0.30245,0.17005,0.24495,0.13779999999999998,0.161325,0.121525,0.18245,0.2531,0.27132500000000004,0.3916,0.6423,0.17957499999999998,0.185,0.3016,0.2832,0.236775,0.17445,0.5061,0.519575,0.291825,0.30615000000000003,0.41845,0.26195,0.280775,0.150225,0.29012499999999997,0.3263,0.189475,0.306525,0.330675,0.404575,0.256825,0.261125,0.21362499999999998,0.286275,0.312,0.12084999999999999,0.19905,0.49607500000000004,0.230425,0.202225,0.233325,0.215775,0.239375,0.641325,0.16535,0.329175,0.1387,0.16855,0.2052,0.43472500000000003,0.42835,0.42762500000000003,0.177175,0.29884999999999995,0.454875,0.2074,0.28695000000000004,0.59185,0.20405,0.24645,0.5363249999999999,0.618975,0.19875,0.18462499999999998,0.27812499999999996,0.629525,0.23335,0.55715,0.24585,0.47497500000000004,0.23324999999999999,0.462975,0.250475,0.118625,0.25405,0.4514,0.17400000000000002,0.7302000000000001,0.2673,0.15805,0.60675,0.32370000000000004,0.300175
2025-01-27,0.16610000000000003,0.5494,0.4734,0.26785,0.43889999999999996,0.2869,0.24955,0.19585,0.2726,0.28895000000000004,0.42694999999999994,0.28895,0.29964999999999997,0.3056,0.25885,0.2595,0.17545,0.2494,0.1605,0.28969999999999996,0.2953,0.2949,0.22035,0.27959999999999996,0.33485,0.14535,0.2715,0.27454999999999996,0.3879,0.21889999999999998,0.6396,0.31920000000000004,0.272,0.33145,0.4013,0.58455,0.7704,0.1575,0.59415,0.45575000000000004,0.4769,0.41735,0.2766,0.5872999999999999,0.14725,0.5325500000000001,0.29164999999999996,0.3136,0.326,0.27905,0.1861,0.1403,0.136,0.16945,0.37634999999999996,0.19055,0.28485,0.23804999999999998,0.16485,0.1641,0.2339,0.21660000000000001,0.44935,0.20950000000000002,0.5539000000000001,0.36334999999999995,0.1643,0.41995000000000005,0.15084999999999998,0.32425000000000004,0.3115,0.1738,0.2602,0.1399,0.16654999999999998,0.12304999999999999,0.18109999999999998,0.2814,0.27355,0.4366,0.6544,0.18475,0.188,0.3039,0.309,0.22665000000000002,0.1792,0.5522,0.53525,0.32235,0.3386,0.4274,0.2615,0.28295000000000003,0.15165,0.29474999999999996,0.32330000000000003,0.19765,0.34135,0.35365,0.41495,0.26285000000000003,0.26125,0.22175,0.28925,0.317,0.0967,0.2071,0.51745,0.21505,0.20675,0.21435,0.22685,0.24305,0.64485,0.1708,0.36605,0.1412,0.1028,0.2234,0.47745,0.4736,0.42485,0.17825000000000002,0.3036,0.47165,0.2213,0.2923,0.5991,0.2197,0.2721,0.53905,0.6333500000000001,0.2116,0.19424999999999998,0.28645,0.63565,0.2298,0.5609,0.2556,0.48335,0.2505,0.46325,0.26025,0.11674999999999999,0.2582,0.4502,0.17670000000000002,0.7542,0.27390000000000003,0.1593,0.628,0.381,0.30675
2025-02-01,0.1678,0.5642499999999999,0.501,0.282175,0.47924999999999995,0.31235,0.251475,0.201175,0.29235,0.306225,0.465225,0.318625,0.335325,0.32975,0.265725,0.2709,0.176925,0.2653,0.16525,0.29359999999999997,0.31055,0.3257,0.222975,0.28095,0.35422499999999996,0.144575,0.2912,0.29562499999999997,0.4149,0.2297,0.64615,0.32165,0.2753,0.334275,0.41200000000000003,0.621325,0.7672,0.1638,0.608925,0.482775,0.47414999999999996,0.428375,0.29855,0.6096,0.15142499999999998,0.546025,0.293475,0.313,0.32630000000000003,0.283675,0.19345,0.14355,0.13915,0.17412499999999997,0.416825,0.19827499999999998,0.29007499999999997,0.253825,0.170175,0.1659,0.2372,0.2228,0.47857500000000003,0.2156,0.5714,0.38542499999999996,0.16870000000000002,0.46192500000000003,0.153775,0.34447500000000003,0.32055,0.17754999999999999,0.27545000000000003,0.14200000000000002,0.17177499999999998,0.12457499999999999,0.17975,0.30970000000000003,0.275775,0.4816,0.6665,0.189925,0.191,0.3062,0.3348,0.216525,0.18395,0.5982999999999999,0.550925,0.352875,0.37105,0.43634999999999996,0.26105,0.285125,0.153075,0.299375,0.32030000000000003,0.20582499999999998,0.376175,0.376625,0.42532499999999995,0.268875,0.261375,0.229875,0.292225,0.322,0.12925,0.21515,0.538825,0.199675,0.211275,0.19537500000000002,0.237925,0.246725,0.648375,0.17625,0.40292500000000003,0.1437,0.1829,0.24159999999999998,0.5201749999999999,0.51885,0.422075,0.179325,0.30835,0.488425,0.2352,0.29764999999999997,0.6063500000000001,0.23535,0.29775,0.541775,0.647725,0.22445,0.203875,0.294775,0.641775,0.22625,0.56465,0.26535000000000003,0.49172499999999997,0.26775,0.46352499999999996,0.270025,0.114875,0.26235,0.44899999999999995,0.1794,0.7782,0.2805,0.16055,0.64925,0.4383,0.313325
2025-02-06,0.1695,0.5791,0.5286,0.2965,0.5196,0.3378,0.2534,0.2065,0.3121,0.3235,0.5035,0.3483,0.371,0.3539,0.2726,0.2823,0.1784,0.2812,0.17,0.2975,0.3258,0.3565,0.2256,0.2823,0.3736,0.1438,0.3109,0.3167,0.4419,0.2405,0.6527,0.3241,0.2786,0.3371,0.4227,0.6581,0.764,0.1701,0.6237,0.5098,0.4714,0.4394,0.3205,0.6319,0.1556,0.5595,0.2953,0.3124,0.3266,0.2883,0.2008,0.1468,0.1423,0.1788,0.4573,0.206,0.2953,0.2696,0.1755,0.1677,0.2405,0.229,0.5078,0.2217,0.5889,0.4075,0.1731,0.5039,0.1567,0.3647,0.3296,0.1813,0.2907,0.1441,0.177,0.1261,0.1784,0.338,0.278,0.5266,0.6786,0.1951,0.194,0.3085,0.3606,0.2064,0.1887,0.6444,0.5666,0.3834,0.4035,0.4453,0.2606,0.2873,0.1545,0.304,0.3173,0.214,0.411,0.3996,0.4357,0.2749,0.2615,0.238,0.2952,0.327,0.1618,0.2232,0.5602,0.1843,0.2158,0.1764,0.249,0.2504,0.6519,0.1817,0.4398,0.1462,0.263,0.2598,0.5629,0.5641,0.4193,0.1804,0.3131,0.5052,0.2491,0.303,0.6136,0.251,0.3234,0.5445,0.6621,0.2373,0.2135,0.3031,0.6479,0.2227,0.5684,0.2751,0.5001,0.285,0.4638,0.2798,0.113,0.2665,0.4478,0.1821,0.8022,0.2871,0.1618,0.6705,0.4956,0.3199
2025-02-11,0.187,0.5815999999999999,0.47214999999999996,0.3032,0.54145,0.3681,0.25385,0.2279,0.31335,0.31925000000000003,0.5076499999999999,0.36019999999999996,0.379,0.34550000000000003,0.2659,0.28625,0.18265,0.31155,0.20140000000000002,0.29469999999999996,0.3304,0.39095,0.22515000000000002,0.2823,0.34765,0.18795,0.30485,0.3322,0.46445000000000003,0.269,0.6133,0.32715,0.27615,0.3228,0.5234,0.6441,0.7273000000000001,0.2587,0.58875,0.5155000000000001,0.4537,0.4073,0.33830000000000005,0.6291,0.22415000000000002,0.5295,0.2928,0.3095,0.31405,0.27293333333333336,0.2188,0.16465000000000002,0.2107,0.18514999999999998,0.48875,0.22909999999999997,0.2904,0.29245,0.20445,0.18725,0.22776666666666667,0.21575,0.51185,0.22710000000000002,0.5921000000000001,0.39985,0.18964999999999999,0.5117,0.1744,0.3436,0.31065,0.20895,0.25415,0.17099999999999999,0.20365,0.15965000000000001,0.233,0.31265,0.2807,0.5053,0.604,0.2115,0.2138,0.30610000000000004,0.35275,0.21000000000000002,0.2384,0.6441,0.5754,0.37970000000000004,0.41595000000000004,0.4353,0.26744999999999997,0.2773,0.1595,0.29385,0.3066,0.23225,0.46415,0.3739,0.4304,0.27295,0.2511,0.2472,0.2887,0.31855,0.17704999999999999,0.2369,0.5815,0.1859,0.22699999999999998,0.19169999999999998,0.2881,0.2563,0.66275,0.2153,0.4505,0.16,0.26480000000000004,0.26505,0.5540499999999999,0.5525500000000001,0.4014,0.1902,0.31420000000000003,0.5251,0.2643,0.30325,0.591,0.27180000000000004,0.34525,0.5780000000000001,0.6487,0.25780000000000003,0.22694999999999999,0.3061,0.5867,0.23445,0.5627500000000001,0.29415,0.5076499999999999,0.30035,0.5017499999999999,0.2449,0.12075,0.2679,0.48245,0.2268,0.7881,0.2888,0.1668,0.6678,0.57375,0.32530000000000003
2025-02-16,0.2045,0.5841,0.4157,0.3099,0.5633,0.3984,0.2543,0.2493,0.3146,0.315,0.5118,0.3721,0.387,0.3371,0.2592,0.2902,0.1869,0.3419,0.2328,0.2919,0.335,0.4254,0.2247,0.2823,0.3217,0.2321,0.2988,0.3477,0.487,0.2975,0.5739,0.3302,0.2737,0.3085,0.6241,0.6301,0.6906,0.3473,0.5538,0.5212,0.436,0.3752,0.3561,0.6263,0.2927,0.4995,0.2903,0.3066,0.3015,0.25756666666666667,0.2368,0.1825,0.2791,0.1915,0.5202,0.2522,0.2855,0.3153,0.2334,0.2068,0.21503333333333333,0.2025,0.5159,0.2325,0.5953,0.3922,0.2062,0.5195,0.1921,0.3225,0.2917,0.2366,0.2176,0.1979,0.2303,0.1932,0.2876,0.2873,0.2834,0.484,0.5294,0.2279,0.2336,0.3037,0.3449,0.2136,0.2881,0.6438,0.5842,0.376,0.4284,0.4253,0.2743,0.2673,0.1645,0.2837,0.2959,0.2505,0.5173,0.3482,0.4251,0.271,0.2407,0.2564,0.2822,0.3101,0.1923,0.2506,0.6028,0.1875,0.2382,0.207,0.3272,0.2622,0.6736,0.2489,0.4612,0.1738,0.2666,0.2703,0.5452,0.541,0.3835,0.2,0.3153,0.545,0.2795,0.3035,0.5684,0.2926,0.3671,0.6115,0.6353,0.2783,0.2404,0.3091,0.5255,0.2462,0.5571,0.3132,0.5152,0.3157,0.5397,0.21,0.1285,0.2693,0.5171,0.2715,0.774,0.2905,0.1718,0.6651,0.6519,0.3307
2025-02-21,0.1305,0.5249,0.4852,0.2392,0.49,0.3009,0.2012,0.166,0.2817,0.2682,0.4801,0.3461,0.3633,0.3368,0.2029,0.2472,0.1315,0.2431,0.1315,0.2437,0.2809,0.3323,0.1852,0.2196,0.2829,0.1163,0.2621,0.2814,0.3975,0.2023,0.5847,0.2667,0.223,0.2749,0.3776,0.6009,0.7321,0.1419,0.5251,0.4724,0.4376,0.4301,0.2986,0.5924,0.1188,0.4749,0.2431,0.2502,0.2637,0.2422,0.1492,0.1042,0.1041,0.1166,0.4477,0.1686,0.2425,0.2282,0.1281,0.1258,0.2023,0.1692,0.4515,0.1543,0.5778,0.3445,0.1322,0.5173,0.1078,0.326,0.2604,0.1341,0.2333,0.1049,0.136,0.0955,0.1312,0.3033,0.2092,0.5656,0.5612,0.1458,0.1467,0.2695,0.3509,0.1531,0.1431,0.6388,0.5274,0.3576,0.4124,0.4423,0.2054,0.2426,0.1261,0.2533,0.2476,0.1566,0.4443,0.3347,0.4364,0.2257,0.2095,0.16,0.2466,0.2664,0.1203,0.1865,0.5328,0.1423,0.1761,0.1379,0.2087,0.2086,0.5795,0.1403,0.4684,0.1293,0.2126,0.2114,0.5753,0.5681,0.431,0.1628,0.269,0.4725,0.1829,0.2519,0.5612,0.1997,0.3039,0.5521,0.6745,0.1901,0.1647,0.2466,0.5723,0.1641,0.5701,0.25,0.5001,0.2615,0.457,0.1588,0.0893,0.2195,0.4312,0.1638,0.7527,0.2478,0.1269,0.6293,0.5611,0.2754
